,0
2199,3
2200,3
2201,3
2202,7
2203,3
2204,7
2205,2
2206,6
2207,7
2208,6
2209,1
2210,6
2211,6
2212,2
2213,2
2214,3
2215,5
2216,2
2217,6
2218,6
2219,3
2220,5
2221,1
2222,7
2223,4
2224,0
2225,5
2226,0
2227,4
2228,3
2229,3
2230,3
2231,7
2232,3
2233,6
2234,7
2235,6
2236,7
2237,7
2238,3
2239,5
2240,6
2241,1
2242,5
2243,5
2244,3
2245,3
2246,3
2247,7
2248,3
2249,3
2250,1
2251,3
2252,2
2253,0
2254,5
2255,5
2256,6
2257,5
2258,4
2259,1
2260,2
2261,5
2262,0
2263,6
2264,5
2265,7
2266,3
2267,6
2268,1
2269,7
2270,5
2271,1
2272,7
2273,3
2274,3
2275,3
2276,1
2277,4
2278,3
2279,3
2280,0
2281,6
2282,3
2283,0
2284,5
2285,3
2286,1
2287,0
2288,7
2289,6
2290,1
2291,7
2292,7
2293,4
2294,3
2295,6
2296,7
2297,6
2298,5
2299,6
2300,1
2301,6
2302,1
2303,3
2304,1
2305,2
2306,7
2307,3
2308,3
2309,3
2310,7
2311,0
2312,7
2313,3
2314,5
2315,6
2316,6
2317,6
2318,3
2319,6
2320,1
2321,3
2322,3
2323,3
2324,7
2325,5
2326,6
2327,5
2328,5
2329,3
2330,3
2331,3
2332,3
2333,4
2334,6
2335,0
2336,5
2337,1
2338,6
2339,6
2340,4
2341,3
2342,5
2343,1
2344,0
2345,3
2346,3
2347,3
2348,3
2349,1
2350,7
2351,1
2352,6
2353,1
2354,5
2355,2
2356,5
2357,6
2358,3
2359,1
2360,6
2361,3
2362,3
2363,0
2364,5
2365,0
2366,6
2367,5
2368,1
2369,0
2370,2
2371,3
2372,3
2373,3
2374,6
2375,3
2376,1
2377,6
2378,4
2379,5
2380,1
2381,0
2382,1
2383,7
2384,7
2385,6
2386,1
2387,7
2388,3
2389,3
2390,5
2391,4
2392,7
2393,0
2394,5
2395,6
2396,4
2397,6
2398,7
2399,3
2400,1
2401,2
2402,3
2403,3
2404,6
2405,7
2406,3
2407,6
2408,1
2409,3
2410,5
2411,3
2412,3
2413,3
2414,2
2415,5
2416,7
2417,5
2418,3
2419,4
2420,0
2421,6
2422,2
2423,5
2424,7
2425,5
2426,3
2427,3
2428,7
2429,2
2430,7
2431,3
2432,3
2433,1
2434,7
2435,6
2436,3
2437,5
2438,7
2439,5
2440,7
2441,6
2442,2
2443,5
2444,5
2445,1
2446,3
2447,3
2448,6
2449,5
2450,7
2451,2
2452,1
2453,3
2454,5
2455,4
2456,7
2457,1
2458,6
2459,6
2460,3
2461,5
2462,6
2463,5
2464,7
2465,7
2466,6
2467,7
2468,3
2469,4
2470,3
2471,1
2472,3
2473,1
2474,1
2475,1
2476,5
2477,1
2478,3
2479,2
2480,6
2481,3
2482,5
2483,5
2484,3
2485,1
2486,5
2487,1
2488,7
2489,1
2490,6
2491,7
2492,3
2493,1
2494,7
2495,1
2496,6
2497,1
2498,7
2499,4
2500,0
2501,6
2502,6
2503,6
2504,7
2505,6
2506,7
2507,5
2508,3
2509,7
2510,6
2511,3
2512,7
2513,6
2514,7
2515,6
2516,7
2517,2
2518,5
2519,2
2520,3
2521,1
2522,3
2523,6
2524,7
2525,1
2526,0
2527,7
2528,7
2529,2
2530,3
2531,6
2532,3
2533,5
2534,3
2535,3
2536,7
2537,6
2538,6
2539,6
2540,3
2541,3
2542,1
2543,1
2544,2
2545,3
2546,3
2547,5
2548,4
2549,3
2550,0
2551,5
2552,2
2553,0
2554,6
2555,3
2556,3
2557,4
2558,1
2559,3
2560,1
2561,6
2562,3
2563,5
2564,3
2565,2
2566,0
2567,7
2568,3
2569,1
2570,6
2571,7
2572,7
2573,7
2574,3
2575,4
2576,0
2577,6
2578,3
2579,7
2580,2
2581,3
2582,3
2583,2
2584,0
2585,3
2586,4
2587,2
2588,3
2589,3
