num,id,ingredients
73,Greek-Stuffed-Tomatoes-With-Quinoa-And-Black-Lentils-556703,"['olive oil', 'garlic cloves', 'sweet onion', 'dried basil', 'quinoa', 'black lentil', 'feta cheese', 'pepper', 'salt', 'fresh basil', 'mozzarella cheese', 'tomatoes']"
74,Sheet-Pan-Greek-Chicken-_-Veggies-_Paleo_-Whole30_-2299925,"['avocado oil', 'garlic cloves', 'dried oregano', 'fresh lemon juice', 'sea salt', 'black pepper', 'zucchini', 'grape tomatoes', 'artichoke hearts', 'boneless skinless chicken breasts']"
75,Skinny_-Greek-Style-Vegetarian-Pizza_-Ready-in-10-Minutes_-633758,"['wheat', 'tomatoes', 'hummus', 'cucumber', 'kalamata', 'fat free feta cheese']"
76,Gorgeous-Greek-Chicken-and-Potatoes-1904151,"['chicken', 'lemon', 'virgin olive oil', 'salt', 'freshly ground black pepper', 'dried oregano', 'garlic', 'potatoes']"
77,Greek-style-Shoulder-of-Lamb---Oven-or-BBQ-1091473,"['lamb shoulder', 'dried oregano', 'sweet paprika', 'garlic powder', 'sea salt', 'black pepper', 'rosemary leaves', 'thyme', 'leaves', 'olive oil', 'lemon slices', 'juice', 'dry white wine']"
78,Slow-Cooker-Greek-Chicken-2195470,"['extra-virgin olive oil', 'skinless chicken breasts', 'kosher salt', 'ground black pepper', 'roasted red peppers', 'kalamata', 'red onion', 'red wine vinegar', 'minced garlic', 'honey', 'dried oregano', 'dried thyme leaves', 'feta cheese', 'chopped fresh herbs', 'parsley', 'thyme']"
79,Pork-Souvlaki-with-Tzatziki-1796464,"['pork shoulder', 'lamb', 'onions', 'virgin olive oil', 'Meyer lemons', 'fresh oregano', 'garlic cloves', 'kosher salt', 'freshly ground pepper', 'whole milk yoghurt', 'european cucumber', 'chopped fresh mint', 'pitas']"
80,Sheet-Pan-Greek-Chicken-Meal-Prep-Bowls-2364783,"['chicken breasts', 'red pepper', 'yellow peppers', 'zucchini', 'red onion', 'olive oil', 'lemon juice', 'garlic', 'oregano', 'salt', 'pepper', 'feta cheese']"
81,Slow-Cooker-Cauliflower-Rice-Greek-Chicken-Bowl-_Low-Carb_-Gluten-Free_-Can-Be-Paleo_-760278,"['chicken breasts', 'lemon', 'greek seasoning', 'extra-virgin olive oil', 'oregano', 'ground black pepper', 'cauliflower', 'green bell pepper', 'onions', 'salt', 'cucumber', 'cherry tomatoes', 'kalamata', 'red onion', 'feta cheese crumbles', 'italian salad dressing']"
82,Greek-Honey-Lemon-Pork-Chops-1025186,"['pork rib chops', 'honey', 'lemon peel', 'lemon juice', 'fresh mint', 'olive oil', 'salt', 'cayenne pepper']"
83,Pork-Souvlaki-with-Lemon-Oregano-Tzatziki-2362423,"['pork sirloin', 'fresh lemon juice', 'olive oil', 'balsamic vinegar', 'kosher salt', 'smoked paprika', 'freshly ground black pepper', 'minced garlic', 'greek yogurt', 'English cucumber', 'dried leaves oregano', 'lemon', 'salt']"
84,Greek-Chicken-with-Tzatziki-Sauce-1816015,"['salt', 'garlic powder', 'onion powder', 'dried basil', 'oregano', 'paprika', 'freshly ground black pepper', 'dried rosemary', 'dried dillweed', 'marjoram', 'ground thyme', 'ground nutmeg', 'lemon', 'olive oil', 'seasoning', 'boneless skinless chicken breasts', 'cucumber', 'nonfat plain greek yogurt', 'garlic', 'fresh dill', 'black pepper']"
85,Low-Carb-Moussaka-2212570,"['red onion', 'garlic', 'canned chopped tomatoes', 'ground lamb', 'ground nutmeg', 'ground cinnamon', 'ground cloves', 'dried oregano', 'salt', 'extra-virgin olive oil', 'eggplant', 'natural yogurt', 'feta cheese', 'egg yolks']"
86,One-Pan-Greek-Lemon-Chicken-and-Potatoes-2368407,"['kosher salt', 'dried oregano', 'garlic powder', 'ground black pepper', 'red pepper flakes', 'chicken drumsticks', 'gold potatoes', 'fresh lemon juice', 'extra-virgin olive oil']"
87,Greek-Tacos-1808060,"['extra-virgin olive oil', 'ground turkey', 'dried oregano', 'frozen spinach', 'flour tortillas', 'hummus', 'red onion', 'cucumber', 'cherry tomatoes', 'kalamata', 'feta cheese']"
88,Greek-Bifteki-Allrecipes,"['ground beef', 'plain yogurt', 'dried thyme', 'salt', 'pepper', 'feta cheese']"
89,One-Pan-Greek-Chicken-2158231,"['olive oil', 'bone-in skin-on chicken thighs', 'salt', 'pepper', 'garlic cloves', 'onions', 'artichoke hearts', 'green beans', 'lemon', 'dried oregano', 'low sodium chicken broth', 'Greek olive', 'feta cheese crumbles']"
90,Greek-Lamb-Chops-1076788,"['dried oregano', 'lemon juice', 'minced garlic', 'salt', 'black pepper', 'lamb loin chops', 'cooking spray']"
91,Roast-Leg-of-Lamb-and-Potatoes-_Greek-Style___-1022038,"['leg of lamb', 'garlic', 'lemon', 'pepper', 'salt', 'oregano', 'butter', 'olive oil']"
92,Greek-Feta-Salad-_-Spinach-Grilled-Pizza-1681303,"['pizza doughs', 'grated parmesan cheese', 'baby spinach', 'salad', 'cherry tomatoes', 'red onion', 'dried oregano']"
93,Baked-Greek-yogurt-chicken-2312003,"['olive oil', 'plain greek yogurt', 'lemon', 'honey', 'garlic cloves', 'chicken breasts', 'dried oregano', 'dried thyme', 'dried basil', 'red pepper flakes', 'salt', 'pepper']"
94,Greek-Flatbread-with-Tzaziki-Sauce-2127322,"['flatbread', 'ground turkey', 'lemon zest', 'garlic powder', 'salt', 'grapeseed oil', 'roma tomatoes', 'red onion', 'sliced kalamata olives', 'feta cheese crumbles', 'extra-virgin olive oil', 'tzatziki sauce']"
95,Greek-Chicken-Soft-Tacos-1519785,"['olive oil', 'red onion', 'ground chicken', 'salt', 'minced garlic', 'tomato sauce', 'chicken stock', 'dried oregano', 'dried thyme', 'fresh lemon juice', 'flour tortillas']"
96,Grilled-Halloumi-and-Lamb-Skewers-with-Greek-Chimichurri-2375857,"['leg of lamb', 'halloumi cheese', 'cherry tomatoes', 'lemon juice', 'red wine vinegar', 'olive oil', 'kosher salt', 'cracked black pepper', 'garlic cloves', 'fresh oregano', 'fresh parsley', 'fresh rosemary', 'white wine vinegar', 'shallots', 'red pepper flakes', 'freshly ground black pepper', 'fresh basil', 'chopped fresh thyme']"
97,Greek-Lemon-Chicken-Skewers-2126250,"['chicken breasts', 'olive oil', 'fresh oregano', 'garlic cloves', 'fresh lemon juice', 'sea salt', 'black pepper', 'lemon slices']"
98,Ultimate-Greek-Burgers-595947,"['ground meat', 'red onion', 'fresh parsley', 'pinenuts', 'sun-dried tomatoes in oil', 'garlic', 'feta cheese crumbles', 'greek seasoning', 'salt', 'rocket leaves', 'tzatziki sauce', 'sliced tomatoes', 'hamburger buns']"
99,The-Juiciest-Baked-Chicken-Breast-with-Greek-Souvlaki-Marinade-1594503,"['olive oil', 'lemon', 'garlic', 'dried oregano', 'dried mint', 'fresh parsley', 'salt', 'ground black pepper', 'boneless skinless chicken breasts']"
100,10-Minute-Greek-Cheese-Tortellini-2360955,"['cheese tortellini', 'olive oil', 'garlic', 'tomatoes', 'lemon', 'herbs', 'salt', 'pepper', 'feta cheese crumbles']"
101,Chicken-Gyros-with-Homemade-Tzatziki-Sauce-2006168,"['chicken thighs', 'greek yogurt', 'lemon juice', 'white wine vinegar', 'extra-virgin olive oil', 'garlic', 'dried oregano', 'salt', 'black pepper', 'cucumber', 'plain greek yogurt', 'tomatoes', 'red onion', 'fresh parsley leaves', 'pita bread']"
102,Greek-Style-Shrimp-Scampi-1210377,"['angel hair', 'olive oil', 'minced garlic', 'medium shrimp', 'thyme', 'oregano', 'salt', 'rosemary', 'grape tomatoes', 'olives', 'feta cheese']"
103,30-Minute-Chicken-with-Greek-Avgolemono-Sauce-1975718,"['extra-virgin olive oil', 'boneless skinless chicken breast halves', 'low sodium chicken stock', 'large eggs', 'lemon', 'salt', 'freshly ground black pepper', 'dill']"
104,Slow-Cooker-Greek-Lemon-Chicken-and-Potatoes-2236217,"['gold potatoes', 'yellow onion', 'garlic', 'dried oregano', 'dried basil', 'dried rosemary', 'salt', 'freshly ground black pepper', 'bone-in skin-on chicken thighs', 'olive oil', 'chicken broth', 'fresh lemon juice', 'lemon zest', 'fresh parsley']"
105,Greek-Style-Chicken-1039542,"['boneless skinless chicken breast halves', 'extra-virgin olive oil', 'lemon', 'garlic cloves', 'dried oregano', 'paprika', 'ground black pepper', 'sea salt']"
106,One-Pan-Greek-Dinner-1415182,"['lean ground beef', 'sweet onion', 'dried oregano', 'ground cinnamon', 'garlic powder', 'diced tomatoes', 'fat free beef broth', 'tomato paste', 'penne pasta', 'spinach', 'feta cheese']"
107,Greek-Tzatziki-Burgers-1491073,"['ground lamb', 'parsley', 'garlic', 'ground black pepper', 'salt', 'yogurt', 'mayonnaise', 'cucumber', 'burger buns', 'arugula']"
