num,id,ingredients
59,Quick-Jambalaya-1048736,"['smoked sausage', 'butter', 'onions', 'red bell pepper', 'green bell pepper', 'garlic', 'crushed tomatoes', 'hot pepper sauce', 'ground black pepper', 'crushed red pepper flakes', 'salt', 'shrimp', 'white rice']"
60,Andouille-Sausage-Cajun-Scramble-514800,"['Johnsonville Andouille Fully Cooked Sausage', 'large eggs', 'cajun seasoning', 'Pompeian Canola Oil and Extra Virgin Olive Oil', 'Klondike Rose red skin potato', 'onions', 'green pepper', 'pepper jack', 'salsa']"
61,Cajun-Baked-Catfish-1549578,"['catfish fillets', 'cornmeal', 'cajun seasoning', 'garlic powder', 'salt']"
62,Crispy-Cajun-Shrimp-Fettuccine-2374350,"['fettucine', 'large shrimp', 'cajun seasoning', 'all-purpose flour', 'butter', 'olive oil', 'low sodium chicken broth', 'heavy cream', 'salt', 'pepper', 'parmesan cheese', 'fresh parsley']"
63,Creole-Jambalaya-1590023,"['extra-virgin olive oil', 'garlic', 'yellow onion', 'chopped celery', 'okra pods', 'tomato paste', 'whole peeled tomatoes', 'chicken stock', 'cayenne pepper', 'thyme', 'oregano', 'andouille sausage', 'green bell pepper', 'long-grain rice', 'shrimp', 'salt', 'pepper', 'flat leaf parsley']"
64,Cajun-Chicken-and-Rice-2209336,"['chicken breasts', 'cajun seasoning', 'oil', 'small onion', 'garlic', 'tomato paste', 'rice', 'bell pepper', 'chicken broth']"
65,Jambalaya-1158335,"['olive oil', 'boneless skinless chicken breasts', 'kosher salt', 'pepper', 'andouille sausage', 'onions', 'celery', 'red pepper', 'garlic', 'cajun seasoning', 'low sodium chicken broth', 'diced tomatoes', 'long grain white rice', 'deveined shrimp', 'scallions']"
66,Cajun-Sausage-and-Peppers-Foil-Packs-1680550,"['diced tomatoes', 'unsalted chicken stock', 'instant white rice', 'red bell pepper', 'green onions', 'kielbasa', 'cajun seasoning']"
67,Real-Louisiana-Red-Beans-and-Rice-_Sans-Animaux_-480949,"['red beans', 'garlic', 'onions', 'celery', 'bell pepper', 'bay leaves', 'thyme', 'oregano', 'red pepper', 'freshly ground black pepper', 'chipotles in adobo', 'Tabasco Pepper Sauce', 'liquid smoke', 'salt', 'cooked rice']"
68,Crockpot-Cajun-Chicken_-Vegetables_-and-Rice-2349226,"['celery', 'small yellow onion', 'green bell pepper', 'minced garlic', 'stewed tomatoes', 'boneless skinless chicken thighs', 'chicken stock', 'cajun seasoning', 'ground cayenne pepper', 'bay leaf', 'rice', 'butter', 'white flour']"
69,Cajun-Andouille-Shrimp-Skillet-2187010,"['andouille sausage', 'shallots', 'pinot grigio', 'petite diced tomatoes', 'paprika', 'shrimp']"
70,30-Minute-Healthy-Cajun-Chicken-and-Rice_-2026213,"['wild rice', 'basmati rice', 'water', 'boneless skinless chicken breasts', 'olive oil', 'cajun seasoning', 'creole seasoning', 'brown sugar', 'sweet paprika', 'pepper', 'cayenne', 'dried thyme', 'soy sauce', 'red pepper', 'orange bell pepper', 'onions', 'garlic', 'diced tomatoes', 'fresh parsley']"
71,Cajun-Chicken_-Sausage-And-Rice-1280382,"['canola oil', 'chicken breasts', 'andouille sausage links', 'garlic', 'onions', 'cajun seasoning', 'bell pepper', 'roma tomatoes', 'cooked rice', 'scallions', 'chicken stock']"
72,Easy-Spicy-Cajun-Shrimp-_with-sauce_-1373106,"['jumbo shrimp', 'garlic cloves', 'cajun seasoning', 'butter', 'chicken broth', 'ketchup', 'green onions', 'hot sauce']"
73,Chicken-_-sausage-gumbo-370842,"['vegetable oil', 'all-purpose flour', 'onions', 'celery', 'green bell pepper', 'garlic', 'low sodium chicken broth', 'bay leaf', 'smoked sausage', 'rotisserie chicken', 'Tabasco Pepper Sauce']"
74,Easy-Sausage-Jambalaya-1074583,"['olive oil', 'sausages', 'carrots', 'celery ribs', 'garlic', 'bay leaves', 'kosher salt', 'oregano', 'parsley', 'smoked paprika', 'chili powder', 'turkey', 'long-grain rice', 'chicken broth']"
75,Red-Beans-and-Rice-1730163,"['olive oil', 'andouille sausage', 'garlic', 'yellow onion', 'celery', 'green bell pepper', 'red bell pepper', 'red kidney beans', 'bay leaves', 'dried chili peppers', 'kosher salt', 'hot sauce', 'cajun seasoning', 'ground black pepper', 'rubbed sage', 'fresh parsley', 'green onions', 'Jasmine brown rice', 'parsley']"
76,Cajun-Jambalaya-Pasta-Cheesecake-Factory-Copycat-2379277,"['andouille sausage', 'chicken breasts', 'jumbo shrimp', 'salsa', 'tomato sauce', 'chicken broth', 'linguine', 'bell pepper', 'white onion', 'celery', 'garlic', 'flat leaf parsley', 'green onions', 'bay leaf', 'butter', 'extra-virgin olive oil', 'creole seasoning', 'garlic powder', 'onion powder', 'black pepper', 'paprika', 'cayenne pepper', 'garlic bread']"
77,Cajun-Dijon-Grilled-Pork-Tenderloin-1170503,"['dijon mustard', 'orange', 'cajun seasoning', 'pork tenderloin']"
78,Easy-Creole-Shrimp-Cakes-1515731,"['shrimp', 'unseasoned breadcrumbs', 'finely chopped onion', 'eggs', 'green onions', 'creole seasoning', 'fish', 'vegetable oil']"
79,Slow-Cooker-Red-Beans-and-Sausage-758644,"['kielbasa', 'red beans', 'Red Gold® diced tomatoes', 'onions', 'hot pepper sauce', 'cooked rice']"
80,Shrimp-Etouffee-1620238,"['unsalted butter', 'all-purpose flour', 'chopped onion', 'chopped bell pepper', 'chopped celery', 'garlic', 'diced tomatoes', 'kosher salt', 'creole seasoning', 'chicken stock', 'head on shrimp', 'parsley leaves', 'cooked white rice', 'onion tops']"
