num,id,ingredients
81,Italian-Stuffed-Chicken-2181910,"['boneless skinless chicken breasts', 'Italian seasoned diced tomatoes', 'pesto', 'provolone cheese', 'Italian style breadcrumbs']"
82,Chicken-carbonara-296564,"['Bertolli® Classico Olive Oil', 'boneless skinless chicken breast halves', 'onions', 'bacon, crisp-cooked and crumbled', 'green peas', 'dry white wine', 'Bertolli® Alfredo Sauce']"
83,Mussels-in-White-Wine-Sauce-Simply-Recipes-203438,"['mussels', 'dry white wine', 'butter', 'shallots', 'minced garlic', 'flour', 'parsley']"
84,Three-Ingredient-Italian-BBQ-Chicken-746713,"['bbq sauce', 'italian salad dressing', 'boneless chicken breast']"
85,Pasta-with-tuna-and-tomato-sauce-300538,"['unsalted butter', 'tomatoes', 'salt', 'pasta shells', 'ricotta cheese', 'tuna packed in olive oil', 'fresh basil', 'grated parmesan cheese']"
86,Spinach-and-Ricotta-Cannelloni_Manicotti-_Cannelloni-ricotta-e-spinaci_-2214560,"['spinach leaves', 'ricotta', 'large eggs', 'parmigiano reggiano cheese', 'fine sea salt', 'grated nutmeg', 'fresh pasta', 'unsalted butter']"
87,Easy-beef-lasagna-304084,"['ground beef', 'part-skim ricotta cheese', 'part-skim mozzarella cheese', 'grated parmesan cheese', 'eggs', 'lasagna noodles']"
88,Chicken-Parmesan-Bake-2222105,"['chicken fingers', 'penne pasta', 'pasta sauce', 'tomato sauce', 'grated parmesan cheese', 'shredded mozzarella cheese']"
89,Garlic-penne-alfredo-with-sun-dried-tomatoes-299172,"['penne pasta', 'asparagus', 'Bertolli® Classico Olive Oil', 'onions', 'sun-dried tomatoes', 'dry white wine', 'Bertolli Garlic Alfredo Sauce']"
90,Super-fast-pasta-bake-370076,"['pasta', 'elbow macaroni', 'spaghetti', 'water', 'diced tomatoes', 'shredded mozzarella cheese']"
91,Parmesan-crusted-bruschetta-chicken--299493,"[""Hellmann's® or Best Foods® Mayonnaise"", 'grated parmesan cheese', 'boneless skinless chicken breast halves', 'fresh breadcrumbs', 'tomatoes', 'Wish-Bone® Robusto Italian Dressing', 'fresh basil leaves', 'red onion']"
92,Roasted-sausage_-potatoes-and-peppers-351067,"['sausages', 'potatoes', 'bell pepper', 'onions', 'fresh rosemary', 'olive oil', 'dijon mustard', 'garlic', 'grated parmesan cheese', 'italian seasoning', 'kosher salt', 'black pepper', 'extra-virgin olive oil']"
